id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
20,15641136.0,H?,642.0,France,Female,37.0,1.0,0.0,1.0,0.0,1.0,88604.89,1.0
21,15658768.0,Okwudilichukwu,641.0,Germany,Male,33.0,8.0,128929.88,1.0,0.0,0.0,134794.02,0.0
22,15727490.0,Toscani,681.0,France,Male,39.0,3.0,0.0,2.0,1.0,0.0,153356.9,0.0
23,15610781.0,Maclean,575.0,Germany,Female,34.0,3.0,129938.07,1.0,1.0,0.0,123882.31,0.0
24,15715199.0,Okonkwo,645.0,Germany,Female,48.0,7.0,121523.51,1.0,1.0,0.0,104889.2,1.0
25,15732644.0,Iqbal,683.0,Spain,Female,51.0,5.0,0.0,1.0,1.0,0.0,133692.88,1.0
26,15610165.0,Sagese,721.0,Germany,Male,48.0,8.0,135139.33,1.0,0.0,0.0,133086.45,1.0
27,15671345.0,Ch'ang,703.0,France,Female,27.0,0.0,0.0,2.0,0.0,1.0,123499.13,0.0
28,15671344.0,Hs?,593.0,Spain,Female,39.0,1.0,0.0,1.0,0.0,0.0,161344.13,1.0
29,15762228.0,Folliero,649.0,France,Female,28.0,9.0,0.0,2.0,1.0,1.0,177522.19,0.0
30,15716491.0,Obiajulu,651.0,Germany,Male,43.0,9.0,101084.36,1.0,0.0,1.0,163550.58,0.0
31,15605826.0,Ch'ien,621.0,France,Male,34.0,6.0,0.0,2.0,1.0,0.0,135635.75,0.0
32,15649738.0,Hsia,537.0,France,Male,33.0,1.0,166522.78,1.0,1.0,0.0,119419.37,0.0
33,15592230.0,Li Fonti,730.0,France,Female,32.0,6.0,0.0,2.0,0.0,1.0,90877.48,0.0
34,15685920.0,Ozerova,695.0,Spain,Female,40.0,3.0,0.0,1.0,1.0,0.0,136491.32,0.0
35,15673747.0,T'ang,616.0,Germany,Female,29.0,3.0,84493.03,1.0,1.0,0.0,26106.39,0.0
36,15770185.0,Tseng,697.0,Germany,Male,33.0,8.0,107747.57,2.0,1.0,0.0,134498.28,0.0
37,15642570.0,Chuang,559.0,France,Female,37.0,1.0,0.0,2.0,1.0,0.0,116766.79,0.0
38,15635116.0,Iheatu,593.0,France,Male,29.0,3.0,0.0,2.0,1.0,0.0,105570.8,0.0
39,15653773.0,Nnamutaezinwa,602.0,France,Male,38.0,2.0,134950.19,1.0,0.0,1.0,176768.59,0.0
40,15598044.0,Nkemdirim,585.0,France,Female,67.0,3.0,0.0,2.0,1.0,1.0,56875.76,0.0
41,15593959.0,Nkemdilim,717.0,France,Male,31.0,6.0,83074.0,1.0,1.0,0.0,80190.36,0.0
42,15671172.0,Hsieh,635.0,Germany,Female,39.0,4.0,123200.78,2.0,1.0,0.0,155887.04,0.0
43,15654489.0,Liao,667.0,France,Male,43.0,4.0,0.0,1.0,1.0,1.0,173586.63,0.0
44,15813917.0,Genovese,730.0,Germany,Female,45.0,9.0,136689.66,1.0,0.0,0.0,179780.74,1.0
45,15604891.0,Smith,705.0,France,Male,31.0,3.0,0.0,2.0,1.0,0.0,91957.39,0.0
46,15779522.0,Trevisani,516.0,Spain,Male,40.0,3.0,0.0,2.0,1.0,0.0,143665.44,0.0
47,15717191.0,Fiorentino,705.0,Spain,Male,54.0,1.0,134463.75,1.0,1.0,0.0,189777.66,1.0
48,15741643.0,Lai,679.0,France,Female,40.0,1.0,0.0,1.0,1.0,1.0,147963.07,0.0
49,15692761.0,T'ao,838.0,France,Male,46.0,2.0,0.0,2.0,1.0,0.0,145558.42,0.0
50,15737408.0,P'eng,735.0,Spain,Male,37.0,5.0,0.0,2.0,1.0,1.0,119259.34,0.0
51,15686670.0,Chukwudi,569.0,Spain,Male,33.0,1.0,0.0,2.0,1.0,1.0,137791.18,0.0
52,15646784.0,Martin,472.0,Germany,Female,33.0,2.0,121063.7,1.0,0.0,0.0,54530.51,0.0
53,15665629.0,Onyemere,684.0,France,Male,41.0,8.0,141616.55,1.0,1.0,0.0,176720.29,0.0
54,15722583.0,Ponomaryova,632.0,France,Female,38.0,9.0,0.0,1.0,1.0,1.0,1276.87,0.0
55,15706365.0,Tien,590.0,Germany,Female,34.0,5.0,154953.97,1.0,1.0,1.0,90547.51,0.0
56,15605072.0,Palerma,652.0,France,Male,38.0,6.0,0.0,1.0,1.0,0.0,156439.56,1.0
57,15730397.0,Cone,644.0,Germany,Female,35.0,9.0,114628.4,1.0,1.0,1.0,133091.32,1.0
58,15758035.0,Goliwe,567.0,France,Female,26.0,9.0,0.0,2.0,1.0,1.0,174027.3,0.0
59,15671137.0,Zetticci,696.0,Spain,Female,34.0,4.0,0.0,1.0,1.0,0.0,61513.87,0.0
60,15582910.0,Ts'ui,636.0,France,Male,32.0,8.0,0.0,1.0,0.0,1.0,49108.23,0.0
61,15691792.0,Yobanna,684.0,France,Male,47.0,2.0,118899.45,1.0,0.0,1.0,5983.8,1.0
62,15732987.0,Ozioma,850.0,France,Female,50.0,3.0,0.0,2.0,1.0,0.0,140130.22,1.0
63,15607263.0,Chidiebere,748.0,France,Female,35.0,5.0,0.0,2.0,1.0,1.0,139048.0,0.0
64,15666297.0,Uspenskaya,727.0,France,Male,38.0,3.0,0.0,1.0,1.0,1.0,131712.52,0.0
65,15655114.0,Teng,559.0,France,Male,43.0,7.0,0.0,2.0,1.0,0.0,67311.12,0.0
66,15773934.0,Lai,611.0,Germany,Male,38.0,7.0,71481.79,1.0,1.0,0.0,177738.98,0.0
67,15591036.0,Hsia,684.0,France,Male,33.0,2.0,0.0,2.0,1.0,1.0,175894.24,0.0
68,15571673.0,Chukwuemeka,696.0,Spain,Female,45.0,4.0,0.0,2.0,0.0,0.0,164967.21,0.0
69,15626684.0,Cawker,526.0,Spain,Male,27.0,9.0,0.0,2.0,1.0,1.0,183584.04,0.0
70,15572461.0,Onyemere,689.0,France,Male,39.0,8.0,0.0,2.0,0.0,1.0,57926.05,0.0
71,15776939.0,Chiang,677.0,Germany,Female,43.0,5.0,139875.2,2.0,0.0,1.0,174098.28,1.0
72,15784042.0,Chiu,677.0,Germany,Female,45.0,2.0,127785.17,1.0,1.0,0.0,149991.32,0.0
73,15743570.0,Yermolayeva,707.0,France,Male,27.0,2.0,0.0,2.0,1.0,1.0,51548.14,0.0
74,15642850.0,Okwudiliolisa,678.0,Spain,Male,35.0,0.0,136855.24,1.0,1.0,0.0,145071.33,0.0
75,15641175.0,Nkemdirim,739.0,Germany,Female,32.0,5.0,134446.04,2.0,1.0,0.0,187980.21,0.0
76,15572038.0,Lettiere,730.0,France,Female,34.0,4.0,0.0,2.0,1.0,1.0,15068.18,0.0
77,15569446.0,Caffyn,681.0,Spain,Female,38.0,2.0,0.0,2.0,1.0,0.0,67840.81,0.0
78,15643824.0,Kao,675.0,France,Female,29.0,6.0,115563.71,1.0,0.0,0.0,64421.02,0.0
79,15681075.0,Dickson,731.0,France,Female,38.0,2.0,0.0,2.0,1.0,1.0,61230.97,0.0
80,15788131.0,Mao,741.0,France,Female,49.0,3.0,147493.89,1.0,1.0,0.0,3154.95,1.0
81,15730394.0,Chidubem,721.0,France,Male,23.0,2.0,0.0,2.0,1.0,0.0,71154.1,0.0
82,15781574.0,Hsiung,710.0,Germany,Female,33.0,3.0,118879.35,2.0,1.0,0.0,93536.38,0.0
83,15631063.0,Chiang,644.0,France,Female,47.0,6.0,0.0,1.0,0.0,0.0,140881.2,0.0
84,15591150.0,Nwabugwu,603.0,Germany,Female,40.0,9.0,106770.82,1.0,1.0,1.0,176868.59,1.0
85,15641655.0,Ting,521.0,France,Female,45.0,1.0,0.0,1.0,1.0,0.0,138380.11,1.0
86,15642937.0,Chinwendu,616.0,Germany,Female,23.0,4.0,140197.71,2.0,1.0,1.0,193009.21,0.0
87,15693904.0,Ritchie,684.0,France,Female,34.0,4.0,0.0,2.0,1.0,1.0,90876.95,0.0
88,15665760.0,Teng,599.0,France,Male,30.0,6.0,0.0,1.0,1.0,0.0,143774.06,1.0
89,15684951.0,McLean,635.0,France,Female,50.0,3.0,0.0,1.0,1.0,1.0,120892.96,1.0
90,15675585.0,Pagnotto,589.0,France,Male,37.0,8.0,137811.75,1.0,1.0,0.0,129936.73,1.0
91,15664498.0,Ch'in,604.0,France,Male,30.0,9.0,0.0,2.0,1.0,0.0,142995.32,0.0
92,15704763.0,Pisano,638.0,Spain,Female,36.0,7.0,0.0,2.0,1.0,1.0,141180.66,0.0
93,15808849.0,Lo Duca,634.0,France,Male,34.0,4.0,0.0,2.0,1.0,1.0,172618.52,0.0
94,15582591.0,Dike,597.0,Spain,Male,31.0,1.0,0.0,1.0,1.0,0.0,119419.37,0.0
95,15783097.0,Fanucci,588.0,Spain,Female,27.0,4.0,0.0,2.0,1.0,1.0,138880.24,0.0
96,15706815.0,McGregor,634.0,Spain,Male,50.0,7.0,0.0,3.0,1.0,0.0,127433.47,1.0
97,15810457.0,Nwankwo,554.0,Spain,Male,45.0,5.0,123681.32,1.0,0.0,1.0,147822.44,0.0
98,15655252.0,Chidi,681.0,Spain,Male,30.0,4.0,0.0,2.0,1.0,0.0,18082.06,0.0
99,15697574.0,Okwudilichukwu,645.0,Germany,Male,50.0,2.0,125979.65,1.0,1.0,0.0,171706.66,1.0
100,15798885.0,Hsia,712.0,France,Male,37.0,8.0,85915.74,1.0,0.0,1.0,61315.37,0.0
101,15696900.0,Ch'iu,682.0,Spain,Female,37.0,9.0,0.0,1.0,1.0,0.0,138526.96,1.0
102,15684769.0,Chukwudi,714.0,Spain,Male,23.0,8.0,0.0,2.0,1.0,0.0,166650.9,0.0
103,15591286.0,Chiang,703.0,France,Male,44.0,9.0,131390.75,1.0,1.0,1.0,108891.3,0.0
104,15743532.0,Goliwe,812.0,France,Female,58.0,9.0,0.0,1.0,1.0,1.0,130784.2,1.0
105,15729574.0,Goliwe,553.0,Spain,Female,39.0,5.0,0.0,1.0,1.0,1.0,187900.12,1.0
106,15616280.0,Udegbulam,649.0,Spain,Male,31.0,4.0,0.0,1.0,1.0,0.0,128528.83,0.0
107,15690130.0,Kambinachi,648.0,France,Male,31.0,2.0,0.0,1.0,1.0,0.0,143960.72,0.0
108,15797960.0,Aitken,516.0,France,Female,54.0,3.0,0.0,2.0,1.0,1.0,122964.18,0.0
109,15569503.0,Young,611.0,Spain,Male,37.0,9.0,0.0,2.0,1.0,0.0,60905.51,0.0
110,15712807.0,Dyer,594.0,France,Female,37.0,6.0,0.0,1.0,1.0,0.0,95719.73,0.0
111,15571529.0,Shih,592.0,France,Male,40.0,1.0,0.0,1.0,1.0,1.0,179655.87,0.0
112,15652069.0,Teng,592.0,Germany,Male,47.0,1.0,114370.53,1.0,1.0,0.0,102325.19,1.0
113,15781702.0,Milani,586.0,Spain,Female,37.0,6.0,0.0,2.0,1.0,0.0,109523.88,0.0
114,15776047.0,Shih,590.0,France,Male,33.0,2.0,0.0,1.0,1.0,1.0,168816.23,0.0
115,15702479.0,Palermo,678.0,Spain,Male,37.0,10.0,0.0,2.0,1.0,1.0,153537.55,0.0
116,15641604.0,Chukwueloka,754.0,France,Female,53.0,2.0,0.0,3.0,1.0,0.0,123982.14,1.0
117,15726178.0,McElhone,597.0,Germany,Female,49.0,1.0,103421.69,1.0,1.0,1.0,105986.01,1.0
118,15736578.0,Okonkwo,648.0,Spain,Male,29.0,5.0,0.0,1.0,1.0,0.0,43496.36,0.0
119,15648069.0,T'ao,718.0,Spain,Male,38.0,4.0,0.0,2.0,1.0,0.0,92708.1,0.0
120,15643770.0,Ch'en,537.0,Spain,Female,39.0,7.0,0.0,2.0,1.0,0.0,114448.77,0.0
121,15682600.0,H?,599.0,Germany,Female,52.0,3.0,103564.83,1.0,0.0,0.0,109608.81,1.0
122,15803886.0,Mazzanti,674.0,France,Male,41.0,5.0,118588.83,1.0,1.0,0.0,114775.76,1.0
123,15632010.0,Milani,678.0,Germany,Male,29.0,8.0,113607.36,1.0,0.0,1.0,77500.81,0.0
124,15589437.0,Palerma,712.0,France,Female,32.0,4.0,0.0,1.0,1.0,1.0,4554.67,0.0
125,15691792.0,Martin,588.0,Germany,Female,35.0,5.0,118098.62,1.0,0.0,0.0,176433.6,1.0
126,15744127.0,Onyekachukwu,614.0,Spain,Female,43.0,5.0,0.0,2.0,1.0,1.0,74564.41,0.0
127,15682465.0,T'ien,729.0,France,Female,40.0,0.0,0.0,2.0,0.0,0.0,92220.12,0.0
128,15643496.0,Chienezie,751.0,France,Male,26.0,6.0,0.0,2.0,1.0,1.0,99061.75,0.0
129,15737792.0,Rieke,703.0,France,Male,29.0,5.0,0.0,2.0,1.0,0.0,163563.07,0.0
130,15724307.0,Calabresi,648.0,France,Male,32.0,5.0,0.0,2.0,1.0,1.0,141426.78,0.0
131,15684908.0,Chia,590.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,101319.76,0.0
132,15701164.0,Yobanna,593.0,Spain,Male,25.0,4.0,0.0,2.0,1.0,0.0,94740.2,0.0
133,15757535.0,Hsia,555.0,France,Female,47.0,9.0,0.0,1.0,0.0,1.0,9085.0,1.0
134,15635141.0,Uspensky,594.0,France,Female,43.0,3.0,0.0,2.0,1.0,0.0,130189.72,0.0
135,15772412.0,Ts'ao,651.0,Germany,Male,53.0,2.0,160541.0,2.0,1.0,1.0,168002.31,0.0
136,15662758.0,Milne,583.0,France,Male,31.0,4.0,0.0,2.0,1.0,1.0,152880.97,0.0
137,15716357.0,Kenechukwu,633.0,Germany,Male,39.0,9.0,98373.26,1.0,1.0,0.0,72993.67,0.0
138,15592230.0,Ch'in,710.0,France,Male,29.0,2.0,0.0,2.0,1.0,1.0,177747.03,0.0
139,15702300.0,Toscani,722.0,Spain,Female,42.0,3.0,0.0,1.0,1.0,0.0,153059.62,1.0
140,15659710.0,Chukwuemeka,684.0,Spain,Female,45.0,5.0,0.0,1.0,1.0,0.0,120853.83,1.0
141,15756026.0,Nwora,654.0,France,Female,41.0,5.0,0.0,2.0,1.0,0.0,50774.81,0.0
142,15741652.0,P'eng,516.0,France,Female,37.0,9.0,82696.09,1.0,1.0,1.0,79997.14,0.0
143,15592645.0,Ch'ien,679.0,Germany,Male,42.0,8.0,84557.82,2.0,1.0,0.0,110457.99,0.0
144,15585892.0,Nwankwo,705.0,France,Female,31.0,3.0,0.0,1.0,1.0,1.0,27291.83,1.0
145,15748481.0,Mazzanti,624.0,France,Male,30.0,7.0,0.0,2.0,1.0,0.0,77866.92,0.0
146,15806081.0,Manna,769.0,Germany,Male,35.0,6.0,129743.75,2.0,1.0,1.0,99818.48,0.0
147,15673367.0,Trevisani,679.0,France,Female,37.0,10.0,118098.62,1.0,0.0,0.0,92916.53,0.0
148,15761854.0,Nwora,543.0,Germany,Male,28.0,5.0,106045.92,2.0,1.0,1.0,158043.11,0.0
149,15599552.0,Yashina,504.0,France,Male,32.0,9.0,0.0,2.0,1.0,1.0,138350.74,0.0
150,15592461.0,Baresi,581.0,France,Female,34.0,2.0,0.0,1.0,0.0,1.0,81861.1,1.0
151,15692408.0,Brown,745.0,Spain,Male,43.0,6.0,0.0,2.0,1.0,0.0,133031.96,0.0
152,15589715.0,Maclean,714.0,France,Male,46.0,2.0,123837.07,1.0,1.0,1.0,176925.69,1.0
153,15798084.0,Fanucci,697.0,France,Male,32.0,6.0,0.0,1.0,1.0,0.0,120892.84,0.0
154,15810943.0,Fanucci,659.0,France,Male,30.0,7.0,0.0,2.0,1.0,1.0,102057.86,0.0
155,15641170.0,Tung,635.0,Spain,Male,34.0,7.0,137841.53,2.0,1.0,1.0,172629.67,0.0
156,15805312.0,Cattaneo,619.0,France,Female,55.0,8.0,123049.21,1.0,1.0,0.0,183492.9,0.0
157,15684548.0,Chidiegwu,656.0,France,Male,28.0,2.0,0.0,2.0,1.0,1.0,182336.45,0.0
158,15641319.0,Chukwukere,603.0,Spain,Male,41.0,5.0,0.0,2.0,1.0,0.0,180712.28,0.0
159,15588537.0,Shao,696.0,France,Male,32.0,7.0,0.0,2.0,1.0,0.0,61792.76,0.0
160,15710397.0,Ch'iu,616.0,France,Male,39.0,2.0,0.0,2.0,1.0,0.0,180800.42,0.0
161,15678916.0,Hs?,553.0,France,Male,23.0,8.0,0.0,2.0,1.0,0.0,167066.95,0.0
162,15647898.0,Chukwukadibia,616.0,Spain,Female,42.0,4.0,0.0,1.0,1.0,1.0,183868.01,1.0
163,15591035.0,Hsia,807.0,Spain,Male,55.0,6.0,0.0,1.0,1.0,1.0,60901.72,1.0
164,15757897.0,Aksenov,548.0,France,Male,29.0,1.0,84719.13,1.0,0.0,0.0,90189.72,0.0
165,15670039.0,Ritchie,644.0,France,Female,35.0,1.0,0.0,2.0,1.0,0.0,86619.77,0.0
166,15591932.0,Y?an,479.0,Spain,Female,41.0,1.0,0.0,2.0,1.0,1.0,479.54,0.0
167,15737571.0,Chineze,708.0,Spain,Male,40.0,9.0,0.0,2.0,0.0,0.0,157567.75,0.0
168,15648067.0,Tsou,705.0,France,Male,39.0,2.0,0.0,1.0,1.0,1.0,140937.97,0.0
169,15611551.0,Nkemdirim,712.0,France,Male,35.0,6.0,0.0,1.0,1.0,0.0,140929.98,0.0
170,15667424.0,Okechukwu,706.0,France,Female,35.0,7.0,0.0,2.0,1.0,1.0,158027.57,0.0
171,15739576.0,Shih,685.0,France,Female,30.0,1.0,0.0,2.0,1.0,0.0,11783.1,1.0
172,15610446.0,Hsiung,567.0,France,Male,36.0,4.0,0.0,2.0,0.0,0.0,98897.32,0.0
173,15742272.0,Pagnotto,537.0,France,Male,40.0,9.0,0.0,2.0,1.0,1.0,174435.48,0.0
174,15761775.0,T'ao,582.0,Spain,Female,35.0,1.0,0.0,2.0,1.0,0.0,70532.53,0.0
175,15692744.0,Iadanza,543.0,France,Male,43.0,10.0,0.0,2.0,1.0,1.0,148087.88,0.0
176,15624293.0,Yefremova,553.0,France,Female,34.0,1.0,0.0,2.0,1.0,0.0,62830.97,0.0
177,15774882.0,Chibuzo,676.0,France,Male,31.0,2.0,0.0,2.0,0.0,1.0,71133.12,0.0
178,15709861.0,Chikezie,671.0,Spain,Female,55.0,0.0,83772.95,2.0,0.0,0.0,56984.58,1.0
179,15696539.0,Iadanza,775.0,Germany,Male,51.0,6.0,113546.1,1.0,0.0,0.0,108699.59,1.0
180,15643908.0,Ozerova,692.0,France,Female,44.0,8.0,0.0,2.0,1.0,1.0,136028.97,0.0
181,15746422.0,Tung,754.0,France,Male,31.0,2.0,0.0,1.0,1.0,0.0,175072.39,0.0
182,15711571.0,Ozoemena,592.0,France,Male,31.0,1.0,126679.69,1.0,1.0,0.0,53353.36,0.0
183,15690540.0,Hsueh,752.0,Spain,Female,43.0,8.0,0.0,1.0,1.0,0.0,86575.46,0.0
184,15642725.0,Tung,633.0,Spain,Male,32.0,6.0,0.0,1.0,1.0,0.0,36308.93,0.0
185,15697214.0,Fomin,751.0,Spain,Male,34.0,5.0,127772.1,1.0,1.0,1.0,117431.1,0.0
186,15680772.0,Kao,583.0,France,Male,34.0,5.0,0.0,2.0,0.0,1.0,171922.72,0.0
187,15751167.0,Frolova,697.0,Spain,Female,48.0,7.0,108724.98,1.0,0.0,0.0,1528.4,0.0
188,15777599.0,Young,599.0,Spain,Female,35.0,9.0,0.0,2.0,1.0,1.0,73556.3,0.0
189,15640825.0,Hs?,647.0,Spain,Male,32.0,4.0,0.0,2.0,1.0,1.0,102925.76,0.0
190,15807967.0,Olisaemeka,703.0,France,Male,34.0,5.0,0.0,3.0,1.0,0.0,125422.66,1.0
191,15573798.0,Tsao,743.0,France,Female,42.0,8.0,0.0,1.0,1.0,1.0,146585.29,0.0
192,15592231.0,Lo Duca,821.0,France,Male,29.0,8.0,0.0,2.0,1.0,1.0,6078.46,0.0
193,15671987.0,Chinomso,591.0,France,Male,36.0,5.0,0.0,2.0,1.0,1.0,126381.6,0.0
194,15689514.0,Dike,587.0,Germany,Female,39.0,8.0,122453.37,2.0,1.0,1.0,137519.92,0.0
195,15652667.0,Hsing,687.0,France,Male,28.0,8.0,0.0,2.0,1.0,1.0,47856.78,0.0
196,15600832.0,Kao,636.0,France,Male,35.0,6.0,0.0,2.0,1.0,0.0,132739.26,0.0
197,15783883.0,Hsiao,578.0,France,Male,59.0,1.0,0.0,1.0,1.0,1.0,142028.18,1.0
198,15631848.0,Nwankwo,484.0,Germany,Female,48.0,6.0,121823.4,1.0,1.0,0.0,6761.84,1.0
199,15756472.0,Zikoranachukwudimma,627.0,France,Female,33.0,8.0,0.0,2.0,1.0,0.0,71856.3,0.0
200,15749119.0,Tsou,656.0,France,Male,38.0,8.0,0.0,2.0,1.0,0.0,1710.89,0.0
201,15763093.0,Ts'ui,697.0,Germany,Female,46.0,8.0,107720.64,1.0,1.0,0.0,187636.06,1.0
202,15702601.0,Dancy,602.0,France,Female,29.0,2.0,0.0,2.0,1.0,0.0,72852.74,0.0
203,15743490.0,Ch'ang,543.0,France,Male,37.0,4.0,0.0,2.0,1.0,0.0,79377.45,0.0
204,15596979.0,Hsia,684.0,France,Male,38.0,1.0,0.0,1.0,1.0,1.0,199304.74,0.0
205,15681115.0,Ch'ang,539.0,Spain,Male,52.0,3.0,0.0,2.0,0.0,1.0,12761.16,0.0
206,15611157.0,Hsiung,585.0,France,Male,28.0,3.0,0.0,2.0,1.0,0.0,166650.32,0.0
207,15573730.0,Tsou,585.0,Germany,Female,47.0,1.0,114937.64,1.0,0.0,0.0,120250.58,1.0
208,15785831.0,Hsiung,652.0,Germany,Female,43.0,8.0,129717.3,4.0,1.0,0.0,175747.02,1.0
209,15583392.0,Ch'in,689.0,France,Female,38.0,9.0,0.0,2.0,1.0,0.0,140723.02,0.0
210,15584928.0,Chiu,706.0,France,Female,33.0,1.0,61592.14,1.0,1.0,1.0,177668.55,1.0
211,15808971.0,Ts'ai,682.0,Germany,Male,37.0,9.0,166518.52,1.0,1.0,1.0,152845.99,0.0
212,15705515.0,Cattaneo,711.0,France,Female,45.0,5.0,0.0,2.0,1.0,1.0,121840.2,0.0
213,15591489.0,Kao,648.0,Spain,Female,30.0,9.0,0.0,2.0,0.0,1.0,94949.84,0.0
214,15718443.0,Lombardi,760.0,Germany,Male,43.0,7.0,86055.17,1.0,1.0,0.0,137001.1,0.0
215,15636407.0,Ebelegbulam,663.0,France,Female,39.0,9.0,0.0,1.0,1.0,0.0,126513.53,1.0
216,15751175.0,Chiekwugo,607.0,France,Male,27.0,8.0,0.0,2.0,0.0,0.0,86490.09,0.0
217,15681697.0,Hsueh,627.0,Spain,Male,37.0,1.0,0.0,2.0,1.0,1.0,68008.85,0.0
218,15803337.0,Onyemauchechukwu,636.0,France,Male,48.0,1.0,0.0,2.0,1.0,1.0,53710.23,0.0
219,15785899.0,Mancini,651.0,Germany,Male,26.0,5.0,132670.53,1.0,1.0,0.0,111698.0,0.0
220,15702434.0,Ting,559.0,Germany,Male,32.0,8.0,155736.42,1.0,1.0,0.0,8982.75,0.0
221,15630709.0,Manna,681.0,Germany,Female,34.0,4.0,136623.19,2.0,1.0,0.0,88842.8,0.0
222,15572467.0,Ch'iu,659.0,France,Male,28.0,3.0,0.0,2.0,1.0,1.0,136497.28,0.0
223,15630349.0,H?,628.0,Spain,Male,24.0,8.0,99432.85,1.0,1.0,0.0,72873.33,0.0
224,15585350.0,Hsia,581.0,France,Male,26.0,6.0,0.0,2.0,1.0,1.0,83090.35,0.0
225,15593773.0,Aksenova,745.0,France,Male,32.0,8.0,0.0,1.0,1.0,1.0,116885.59,0.0
226,15779904.0,Macdonald,722.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,155915.24,0.0
227,15672894.0,Ch'ien,579.0,France,Female,32.0,4.0,113980.21,1.0,1.0,1.0,129964.94,0.0
228,15651052.0,Hsieh,707.0,France,Male,31.0,7.0,0.0,2.0,1.0,1.0,54290.62,0.0
229,15595440.0,Chiagoziem,641.0,Spain,Male,55.0,0.0,0.0,1.0,1.0,1.0,160529.71,1.0
230,15631201.0,Chien,593.0,France,Male,49.0,5.0,0.0,1.0,1.0,1.0,142223.94,1.0
231,15792232.0,Chinedum,645.0,France,Male,34.0,3.0,0.0,2.0,1.0,0.0,199256.98,0.0
232,15769499.0,Chukwudi,616.0,France,Female,47.0,4.0,0.0,2.0,1.0,1.0,148087.88,0.0
233,15651581.0,Kincaid,738.0,France,Female,39.0,3.0,0.0,2.0,1.0,1.0,112359.19,0.0
234,15807524.0,Onwuamaeze,651.0,France,Male,38.0,7.0,0.0,2.0,0.0,0.0,171867.08,0.0
235,15635893.0,Kambinachi,752.0,France,Female,41.0,10.0,0.0,1.0,1.0,1.0,164844.37,1.0
236,15781689.0,Hsing,545.0,Spain,Male,40.0,3.0,135927.06,1.0,1.0,0.0,92888.52,0.0
237,15716155.0,P'eng,695.0,Germany,Female,27.0,7.0,181656.51,1.0,1.0,0.0,93551.36,0.0
238,15785576.0,McLean,597.0,France,Male,35.0,2.0,0.0,2.0,0.0,0.0,124795.84,0.0
239,15737080.0,Ch'iu,794.0,Spain,Female,39.0,1.0,0.0,2.0,0.0,0.0,82276.62,0.0
240,15682600.0,Chinwendu,696.0,France,Male,29.0,2.0,112088.04,1.0,1.0,1.0,141446.01,0.0
241,15600974.0,Nwankwo,637.0,Spain,Male,41.0,3.0,106034.74,1.0,1.0,0.0,165038.41,0.0
